ALJARAFE_O3_AT_IN,ALJARAFE_PM10_AT_IN,ALJARAFE_NO2_AT_IN,ALJARAFE_TMP_Media_AT_IN,ALJARAFE_VV_AT_IN
50.5384,48.2392,13.0482,13.3344,9.11822
54.8858,51.3713,9.234,20.4473,8.42062
62.9354,17.0314,8.3219,23.4669,1.04068
27.6503,83.0969,17.1385,22.4444,7.46919
95.6656,95.3612,20.2601,22.9296,-0.574261
111.783,30.9326,4.98191,22.8446,12.4551
66.803,18.1764,1.25027,22.4107,3.45423
20.4595,35.9288,25.1928,17.5004,10.6465
106.928,23.315,11.0772,19.0971,3.8502
85.0669,21.7062,6.14031,24.7219,3.33014
21.0016,38.0504,16.4784,6.05099,4.88458
133.511,23.6619,-1.95029,27.9502,14.2027
46.8863,50.9284,40.2796,21.0238,16.7962
117.219,1.47223,0.897065,8.45448,33.2539
89.0053,37.7635,7.25007,27.9091,17.5429
100.275,20.4356,9.17341,26.1465,9.31144
101.714,89.139,18.6813,36.694,5.17015
33.697,38.4861,23.6102,16.2789,6.7835
53.0227,88.9436,6.88931,15.2696,9.49958
100.389,6.76394,9.78717,34.3212,45.8716
98.4925,46.9664,13.6131,22.7182,13.9391
48.866,9.19251,14.3451,12.5602,9.75685
20.3482,53.2095,50.6566,17.134,7.19038
59.8797,65.6043,14.5346,25.1431,8.80357
61.7788,27.7343,5.76703,13.6132,0.689249
64.7729,21.7647,10.1091,18.4473,8.3045
32.8952,11.1237,24.8299,18.0058,6.3845
27.3529,11.2938,14.758,0.815672,4.45477
31.9356,35.1434,55.1591,13.7375,1.97181
80.3544,51.3187,7.74833,24.1142,-2.59093
28.2953,43.2037,38.0547,18.3103,15.8188
32.4489,42.7484,36.7783,10.0996,0.877681
81.4532,38.076,30.9847,19.5038,6.37241
82.7881,52.5809,8.50675,18.368,9.38069
15.4647,15.9834,11.8861,9.17439,7.81219
96.379,13.4384,14.9877,26.3926,12.7935
130.453,9.14168,2.38961,27.5731,12.0597
19.2721,6.18227,28.7016,8.59478,11.9622
34.0809,65.3368,22.4815,15.6139,0.734033
46.058,10.8908,16.7295,12.6974,-4.08682
61.0187,16.4386,13.8715,19.8525,6.07075
32.6807,29.3792,9.70544,16.1038,20.9074
35.1502,19.7368,41.0818,23.1986,6.54218
28.1422,11.491,38.7032,11.1554,1.05442
1.92723,61.8557,46.8952,10.2304,6.59596
75.9735,23.7782,8.68768,19.7771,17.3027
53.2181,59.662,14.8168,26.1416,10.1713
52.9306,38.3558,26.435,23.7679,3.59722
63.624,28.3789,12.1838,11.024,8.4805
24.2,168.658,42.4011,28.725,10.1222
37.248,51.8216,9.76357,24.0313,14.0114
66.8403,43.4252,64.3667,30.4596,19.6205
25.5025,99.1468,48.5024,18.7857,4.97558
54.4028,34.2857,10.3136,18.0845,16.083
132.077,4.45185,9.89201,29.9254,17.6156
126.866,4.92947,8.40034,33.0923,-0.24191
90.7521,45.4828,21.0479,27.2982,14.5988
42.1166,8.9681,14.0932,12.4378,11.9386
72.5322,19.5797,9.527,16.0712,6.93897
27.9393,17.8822,22.1821,15.2189,7.2743
66.5867,56.6689,16.0969,18.8397,6.72058
100.723,7.98987,5.93209,14.7724,10.1987
85.7833,62.0932,28.9499,36.3064,12.6792
45.43,16.7786,5.20488,16.2624,4.89763
44.588,8.15903,32.4383,27.7165,6.18023
89.6386,14.9578,7.91544,27.8937,7.17121
29.7062,13.1796,21.5597,28.1419,39.5571
71.4742,20.6343,14.4884,20.7072,8.24894
13.9868,78.0421,34.8512,14.4799,2.94034
78.698,68.5758,10.433,23.9218,34.2463
72.0491,18.8897,9.60123,15.4364,6.69853
72.9721,52.9592,17.4421,25.7983,12.9697
76.5657,50.2344,27.6199,29.5967,8.67026
60.5537,23.113,20.4721,18.1715,9.83185
90.9265,87.739,22.8602,32.1774,11.1239
36.3685,16.3191,29.0844,22.0003,3.11527
68.8159,8.68528,1.94697,17.7692,7.04292
41.8965,30.3659,21.8225,22.3357,27.7489
44.1793,19.2987,39.0882,27.2557,-3.18887
59.4788,29.3145,11.6157,23.4361,1.73028
60.9753,38.2863,48.4846,17.0244,7.22024
52.6047,25.1519,21.2743,27.2881,6.4562
44.0351,42.1843,38.4047,26.2552,19.0517
31.1217,55.2036,50.305,9.23401,1.19432
86.9715,26.3408,12.302,34.7832,10.1254
32.8352,24.5705,16.0759,11.9029,0.849776
60.3584,50.9287,12.0383,21.8878,24.4579
59.701,12.2568,29.4669,29.4341,16.203
54.9962,13.6625,31.8915,26.8471,17.578
90.2319,22.5168,15.0799,20.8989,6.21057
84.9319,15.0207,4.31649,26.8515,8.96222
40.3957,25.0468,54.8488,17.6342,4.73818
80.2842,75.0441,18.1708,19.2018,18.4865
24.7331,6.41644,24.0524,10.8794,2.3565
51.4197,24.7118,4.02879,27.3979,10.4053
80.6943,23.0687,9.59778,16.2245,3.69287
83.2195,23.2262,18.131,28.5309,11.3826
92.5696,12.4572,7.96313,12.1482,23.9854
25.3145,48.1632,22.5865,9.5776,9.35883
133.987,20.1193,2.7958,36.727,28.0282
27.7293,37.056,33.0841,11.3879,10.8285
39.7545,62.3232,43.1722,22.379,16.8801
21.7387,40.4796,40.2055,1.90945,5.64039
100.126,86.4527,14.774,23.2273,10.5225
108.867,24.5394,11.0007,38.7575,6.65826
96.4358,19.1598,6.06965,26.9829,16.3334
102.004,11.9201,2.81986,15.5299,11.6109
73.8488,65.1008,22.5562,31.2392,7.65988
119.629,1.5122,4.99563,15.9449,2.13392
58.601,2.87659,12.1654,9.10551,21.9479
16.0509,14.2401,13.7948,16.8106,6.44195
35.1033,40.5059,24.1434,13.126,5.57463
46.8419,129.833,37.8329,26.9785,1.72559
42.1579,14.1739,18.1605,10.0355,2.34092
77.9055,11.8089,12.6832,22.1067,10.5338
117.755,11.1819,4.44104,23.3695,12.0535
60.4619,53.0098,22.7657,23.8939,3.93345
39.0915,58.6785,33.3939,13.784,-2.75845
62.8942,9.79169,28.8474,19.7519,3.21931
112.821,60.2789,1.52077,33.4834,25.4412
28.2769,46.4069,30.7678,15.5814,-2.86267
67.2505,40.3782,15.8953,16.1895,18.5029
26.6186,20.1796,21.5782,14.2316,7.69972
101.411,50.1518,12.2066,38.7658,41.2715
58.0904,9.1265,60.3208,29.1575,11.4903
111.704,0.0252569,12.5553,30.0589,8.44397
27.5037,90.06,33.5166,22.1342,15.1523
64.8573,9.26958,9.0251,21.3963,8.53132
92.2279,47.5417,5.83558,27.7479,15.0161
41.5151,36.2003,37.8356,18.6477,4.95133
89.4346,6.39275,7.31743,18.1997,7.3653
26.1057,90.2162,24.9108,20.3035,4.30354
116.732,67.3273,16.4872,27.3833,34.2939
62.3749,131.618,23.8415,29.5564,18.165
46.2398,34.9654,44.5794,17.4426,13.0352
88.0775,25.7579,33.207,29.2391,2.42027
56.9888,34.9695,40.3173,14.289,13.9369
120.165,36.355,0.981322,28.5802,5.37357
47.0526,33.4762,18.0418,19.5266,12.1252
77.87,40.6876,1.55074,30.4178,2.09398
73.054,21.102,21.7405,26.0717,5.11209
70.2985,11.5388,8.18398,27.2391,9.13762
6.37308,155.02,86.8974,27.972,-0.317587
69.1427,10.2135,19.349,17.1487,5.931
98.4888,56.1903,5.41631,33.9784,21.9387
23.2767,53.5327,20.1824,12.7837,7.44247
55.9125,3.31875,11.822,12.1448,14.6703
78.4641,11.2511,7.95168,13.0728,2.92588
30.6782,11.9361,16.2453,19.7035,8.95221
47.7244,32.7577,25.918,19.3706,-2.19651
104.079,120.687,23.3849,40.2714,15.193
54.239,44.9749,18.6665,25.6598,6.33972
114.056,12.4446,5.44127,28.1216,16.5349
58.3915,20.2826,22.9486,25.2552,14.492
12.6965,27.7654,45.0607,6.44368,8.19538
55.704,74.0824,18.8125,32.5496,12.3857
50.4556,4.87872,7.88953,10.2484,20.4263
21.5296,21.5142,7.6629,8.37051,21.6513
18.1537,47.0212,38.4805,10.1995,11.0539
13.8868,42.4161,25.841,7.20784,0.339811
91.3695,19.0124,16.7102,25.7392,13.1954
87.8199,29.6568,11.0667,15.3649,-0.356986
55.782,9.09359,6.44737,19.7059,16.1099
32.6599,29.4271,23.1924,6.09556,8.83205
56.3749,41.3472,12.4023,17.6191,-1.27356
87.1456,30.9927,5.38858,28.5318,9.68524
47.9813,2.31737,28.4105,5.09621,5.00683
41.5314,13.9875,25.2929,11.8778,2.4688
146.155,27.981,8.46662,24.7479,12.5478
139.776,21.1729,5.68954,23.5223,8.59715
59.2368,21.6722,12.3553,17.5126,1.54305
73.9612,9.02714,4.7689,27.5215,22.1768
71.4488,14.2947,-1.25706,19.3893,11.8222
24.4144,123.661,46.9031,22.2509,7.73617
87.4908,11.6176,0.113953,18.2746,6.02746
127.818,19.1902,11.2554,37.0622,12.0536
62.0304,15.5241,17.3321,25.5724,9.88174
27.3413,23.5676,26.3812,22.7167,10.4312
58.6209,49.6672,24.7145,8.7785,19.0159
110.408,17.5386,-3.07789,23.5473,5.4549
33.994,108.919,58.6856,26.2776,5.52249
94.5609,4.65482,8.20223,17.8872,5.20873
52.4618,19.3687,8.66953,15.9103,8.34734
62.1162,19.4201,21.269,14.7322,3.36754
113.155,14.6705,7.77539,12.7973,23.3238
15.5851,45.9494,46.149,12.8807,6.92456
78.2651,57.5977,14.4929,35.9005,21.242
44.309,76.9842,20.5588,15.8787,0.0732534
67.0947,20.8591,-0.881098,16.8428,22.9531
105.458,19.7828,8.20051,33.2558,6.42179
64.4352,36.9937,20.8379,24.5243,2.77796
100.568,22.2723,2.6433,23.3039,25.4735
105.511,22.1462,9.28052,14.3747,11.7438
29.3795,32.0122,30.6669,21.7414,8.6204
70.9603,14.4666,3.56352,17.5498,0.2121
29.3607,20.5699,29.7477,26.0618,4.57161
64.5494,54.6834,8.25619,16.2182,13.4516
24.5593,26.0586,19.2225,6.89368,1.75333
83.8765,30.2234,12.009,29.0004,8.68318
98.9532,24.9131,5.27108,22.5454,5.14489
11.447,12.8064,26.02,13.55,3.10226
41.632,41.4655,23.2546,27.5674,0.864989
46.8698,25.9943,15.4218,16.8095,-2.07972
66.2382,47.2427,31.817,17.2308,5.42227
63.7185,37.0353,6.94829,20.7608,10.4741
45.3022,37.991,28.2549,20.2834,12.6602
55.2936,44.1566,24.9851,22.5734,0.471091
92.6438,24.4486,-1.2063,17.1547,7.19473
61.2587,15.7046,14.6741,23.0693,4.18802
35.7707,16.7351,24.2374,14.9802,-2.71737
54.4696,18.8699,13.7392,20.1015,7.98214
52.9261,16.0678,11.5611,14.6039,18.6028
45.6596,37.723,21.5178,15.7187,9.89583
66.3799,36.0417,13.7739,25.3689,13.4931
78.0746,19.4256,17.7234,31.1499,12.0601
106.437,18.7271,6.33561,11.9408,11.0565
26.2976,12.2631,19.4792,4.01792,-0.916545
81.5997,18.6816,4.99749,19.0458,11.1942
39.5895,75.1075,31.0425,17.5489,12.254
91.8228,22.7386,18.2899,17.6575,10.3454
27.8121,111.206,33.8707,5.42594,5.51313
42.7115,44.1163,21.666,22.4407,2.65638
71.2853,21.4945,11.1237,13.416,34.4355
89.3512,16.4438,12.9462,14.6319,12.218
27.4061,16.1445,41.1939,8.94555,13.0523
61.1599,74.2885,16.0725,34.4713,3.53857
50.1099,24.7558,40.6255,18.505,5.33651
60.5529,34.5593,33.8238,14.7109,9.93984
68.9953,78.3179,23.4308,25.6689,4.80441
45.1008,69.315,14.8628,18.637,13.5823
85.779,38.326,3.14229,17.4456,25.7277
37.4842,65.298,33.2327,17.6161,7.31618
96.9669,27.7718,18.2504,21.4987,5.02381
23.9584,91.5934,37.7201,22.2669,1.59115
72.1752,123.811,20.6633,22.4291,3.62174
66.0682,32.1225,15.9849,24.3089,10.3803
91.0323,41.8339,3.4358,20.0498,13.4832
81.3533,75.5668,16.6988,27.0721,6.37122
51.6984,47.4072,25.1025,18.9181,12.3354
1.48055,73.0669,66.0104,8.57103,5.26105
35.1372,6.13598,21.3819,23.621,2.42454
38.1526,13.5468,15.3589,17.4905,4.38657
50.9843,17.7808,2.39832,34.0763,7.51085
101.907,3.9431,15.4714,23.0548,7.05633
65.8792,30.7327,3.6163,19.9364,4.60176
118.032,37.7906,7.05246,31.6774,7.34325
36.2131,63.8645,56.5903,27.0048,5.06172
54.069,76.592,17.1656,25.3466,3.33851
22.1106,19.2794,21.7737,17.0194,-2.73727
35.3323,64.2212,28.2646,21.1148,13.7183
51.869,9.45679,7.56735,10.653,1.36454
46.6972,36.214,5.73476,17.2748,2.88246
43.058,55.0592,52.4774,20.4544,8.85758
64.7952,13.6322,10.1316,20.0445,8.39334
18.015,82.5705,36.5853,18.8273,20.7544
17.6697,1.7544,3.7197,4.96047,5.19522
50.8379,30.9541,24.1029,14.941,6.18801
106.75,89.5091,9.52521,30.187,9.63556
93.0667,26.7793,16.8868,38.4968,5.98407
34.8346,44.1578,8.4067,17.3613,12.2008
88.9899,14.7182,6.91373,21.25,10.1158
54.8327,15.7067,21.2988,26.7844,-3.04873
80.9147,59.1964,18.9406,17.3562,19.4013
7.02924,95.5477,57.3033,17.2496,13.8487
62.6856,20.4909,3.65456,8.41774,6.66527
75.2331,26.7331,12.1585,25.378,8.27452
49.679,31.7098,-2.64786,15.4406,15.8413
125.421,7.98397,1.71297,28.4498,29.812
27.4563,47.8909,62.4391,5.9741,8.14483
31.2112,24.1545,25.0467,18.4004,33.0649
84.4894,15.7725,8.68616,20.7946,4.69316
77.543,96.8556,9.67388,21.4586,5.56782
37.6607,37.9683,13.8586,11.9655,-0.410334
36.6096,27.1108,22.5148,19.7979,1.0496
63.8213,7.19784,3.11557,15.3805,12.4562
7.55429,15.9391,46.2934,7.96125,6.57253
154.888,16.9398,0.925572,24.2014,42.6761
95.2658,8.05685,10.4232,20.7899,3.06659
55.1948,51.868,18.566,16.9553,5.05235
46.6206,32.2189,14.8741,9.51636,9.42215
15.9748,9.11365,18.9379,14.2046,4.75404
43.7643,18.4091,24.0762,25.2133,-1.96888
108,12.1922,6.64031,15.897,13.7341
32.4753,52.209,48.1967,27.9498,9.9204
62.4761,35.8971,4.39739,39.6094,1.76123
22.4166,17.7849,28.1782,13.1814,9.576
90.4845,87.5949,21.8259,33.2764,12.7267
91.132,28.0132,7.30029,22.4427,8.56958
61.3582,56.5899,20.2015,16.0478,3.75033
78.6768,83.3798,21.7422,20.7251,11.7774
109.517,86.0271,24.4923,34.2656,8.42765
52.1046,10.7909,17.4185,29.3969,5.74066
59.0689,13.1898,13.5909,22.0634,34.4952
63.8778,33.0713,18.0954,24.6747,0.924691
61.0616,6.03943,25.0861,10.8396,7.65624
76.7741,7.28396,6.49839,18.2508,5.13399
28.681,30.6977,23.9886,19.9651,12.3002
58.8801,53.2571,15.7747,19.7398,3.85286
9.58624,41.0887,62.7717,5.16262,3.19909
71.303,18.7509,18.8623,25.5486,28.129
76.6892,43.5935,29.6806,32.2523,13.6319
2.74969,11.5064,57.4467,4.9571,1.03158
73.3209,32.5584,8.99367,9.91356,9.45957
60.6318,3.58102,5.15239,17.3575,11.4492
111.325,28.9033,0.628876,35.5497,31.5306
30.5928,170.602,36.5064,12.317,8.2919
59.2649,97.0213,7.0396,21.2418,8.28514
54.1609,22.4031,31.3948,11.6738,9.84019
75.9122,44.7051,17.6845,13.3761,9.56293
62.6064,36.0359,5.81991,20.7349,9.74505
77.1663,47.3613,6.9452,19.9525,-4.56851
69.2189,50.2563,25.9097,29.6151,7.31552
59.4369,19.871,7.35605,11.0032,3.83909
55.8712,39.9937,8.58508,13.5833,18.9337
86.3451,45.6196,17.0627,26.8354,7.98371
68.3507,24.8996,24.8065,17.4566,3.86849
49.0363,16.9141,13.5326,8.45275,25.6684
12.8697,28.1914,66.2437,16.4437,1.36931
26.7695,8.42244,32.0522,13.7204,-1.66444
49.6165,23.2957,27.4468,29.3247,12.4765
79.4303,29.6648,4.74995,22.2751,14.3012
46.2547,15.2978,22.8684,19.7459,6.89985
34.4157,17.4034,6.87506,15.4365,-2.51828
59.913,16.0333,11.8692,5.00809,11.7564
86.1668,8.42294,13.2678,33.5114,10.4208
58.2897,51.5133,2.88527,24.3514,7.56785
54.1223,10.4325,14.1006,6.22344,6.71021
90.4878,14.6588,4.18969,17.9664,8.14956
111.004,18.9812,3.78125,44.8986,14.7444
5.71926,16.9728,51.5944,8.57194,0.596465
77.4723,15.2245,8.08891,18.2147,7.60947
96.4429,26.0809,1.04896,29.1455,17.651
88.9734,151.123,13.1752,39.5894,8.06151
65.3827,13.7174,21.0415,12.49,7.37926
42.9012,12.4409,13.0736,22.5197,8.70781
89.4272,38.8615,17.1746,27.4483,0.0684267
23.6001,33.7115,42.4409,17.7192,-1.29252
61.2,23.7982,11.247,13.3325,5.91597
54.4471,85.179,12.3029,13.7667,-0.807746
77.4797,33.8934,11.5631,28.2663,7.98949
39.0519,73.3501,22.9583,21.3911,1.4141
65.2528,49.3305,6.37383,12.7898,10.0258
37.7208,16.3737,29.0164,24.1377,0.890314
99.2806,4.88439,10.8468,11.2232,4.61098
37.3684,55.6352,22.9779,22.394,5.8159
40.8401,10.2718,31.0275,9.54368,3.52175
32.9289,35.9526,40.1823,0.810582,7.51342
102.479,36.727,16.5014,29.6658,12.4457
91.3955,20.2376,10.3994,25.321,15.6281
16.2543,17.5999,25.2143,15.9066,-2.43123
71.4863,100.961,11.2639,22.6123,5.52553
71.8711,44.0854,22.5769,27.6606,-0.849695
37.8011,77.7854,31.4511,18.4735,2.8077
28.7267,15.8777,8.14904,9.41652,1.51104
31.8614,50.7753,17.3325,25.6795,-0.126876
63.1303,86.5977,12.7848,29.2477,3.43484
46.2855,22.145,8.17993,4.21349,7.17613
79.9814,19.7716,12.6071,21.8592,5.53216
77.2556,32.1265,16.6623,29.5163,3.08362
79.7882,55.8636,7.52474,11.4895,5.96768
32.2882,43.1464,27.3644,27.9659,1.72273
102.332,22.2993,1.53879,30.8799,8.03997
49.9163,72.0657,14.2227,30.0862,3.68252
53.0821,52.6921,9.13521,36.9957,3.73269
7.31505,26.653,36.3594,11.6315,-0.123409
54.0502,27.9911,12.7771,23.567,10.8564
67.3656,19.1306,5.46626,15.1759,15.848
87.8013,52.4942,6.37897,25.1153,5.90531
51.2218,28.5662,9.16041,12.2582,2.7337
50.9397,43.1876,3.92549,1.54813,1.87657
80.6563,66.9276,22.133,30.0864,11.915
20.067,109.081,54.0958,11.9798,7.80029
59.8838,55.4399,13.127,17.2607,7.09381
151.232,21.742,1.71576,29.329,34.2377
70.5166,19.8185,11.9767,26.9883,6.04963
53.2763,11.9619,22.0044,9.48459,12.5348
65.5091,39.178,20.4713,20.5691,-3.90453
48.198,32.868,-3.8871,14.6579,9.18983
69.58,36.8723,17.2581,30.1028,-0.863569
92.2547,53.0924,0.599761,20.2426,6.43854
35.2296,6.79197,37.8219,14.5071,0.32076
117.611,36.7874,2.11474,29.7063,16.5411
64.3928,17.2723,4.20625,23.4275,16.0427
53.3386,26.2363,46.325,14.3143,14.7115
38.5633,56.1244,36.8743,17.1946,8.07339
24.9897,34.0149,25.0713,2.18189,6.25624
62.593,27.8742,11.2604,17.704,-3.3298
42.9117,25.0073,24.5006,20.2816,2.57885
27.2507,53.2599,45.9144,10.2373,2.82159
21.6932,67.186,21.4554,27.8774,5.10095
31.2201,15.7489,38.9355,16.3496,2.48967
57.5197,16.1655,24.2444,15.2067,5.71997
70.1554,41.002,5.48123,28.435,6.94445
111.214,60.4182,9.23695,28.0013,5.63129
48.4819,59.2932,23.8099,32.2409,6.27228
84.5208,46.5708,5.82689,27.6759,9.46874
57.7613,78.3821,29.2354,11.7686,6.62442
11.5983,63.8106,22.5275,14.1673,5.94273
17.7118,18.4492,33.2471,14.2523,4.35784
91.9866,36.6742,15.3297,15.4729,13.2956
43.741,28.4993,12.2933,11.2001,6.16381
72.5385,42.4294,23.6521,26.8659,15.7643
20.3814,17.3553,12.1637,19.4189,15.2337
33.9004,40.7176,27.7872,12.0202,2.96119
108.883,11.3352,2.86669,28.7069,33.1444
122.553,96.083,7.19428,25.6865,13.2674
35.4466,74.7025,78.1512,23.5599,-1.56265
53.5671,96.184,17.6221,16.4233,10.5709
38.632,68.5521,19.9751,13.2658,-1.30999
53.7872,38.2607,17.2583,11.5059,3.95525
88.5738,78.763,16.1397,25.819,3.23403
50.7209,45.0362,21.8219,12.6921,3.39847
66.4188,36.7999,8.23278,21.1185,2.56389
73.8876,79.4819,-3.78134,33.9467,0.288319
61.6945,8.6099,12.7082,13.1925,3.47116
95.5655,65.0864,20.3611,31.728,3.49366
77.8141,40.2507,9.08234,20.472,17.319
104.102,6.13527,7.22973,22.3338,8.9127
27.436,23.1273,56.2701,16.2122,15.3092
72.8962,87.8608,19.3678,27.4606,14.7443
27.7459,19.0879,28.8485,17.8583,-0.0606598
134.501,25.4986,1.76339,28.3333,26.0301
87.5832,20.698,5.17463,20.3451,11.802
25.4067,24.8171,-3.14968,13.8382,6.47124
60.8193,55.5809,16.8348,25.5602,6.48433
74.7031,14.63,8.80781,16.7729,22.1651
41.056,15.8668,16.4535,10.6482,9.68951
62.1439,92.8022,47.4168,26.6027,15.2308
21.2642,72.998,25.5053,25.2597,8.15559
37.0629,58.2001,28.8361,13.977,11.7731
52.359,10.2681,2.82219,4.86845,6.40157
108.483,25.7362,22.9242,23.5546,2.86299
65.4428,94.2957,43.2024,15.9821,17.6544
77.5138,6.67089,18.5909,17.8419,6.16067
81.1024,16.2798,6.01586,17.7005,8.85031
20.9289,17.8841,50.4632,14.4043,10.7831
49.3495,20.698,12.7489,12.8844,8.52343
55.8211,14.2974,12.3478,18.5256,2.66182
81.1396,47.6714,19.9896,23.7844,3.58944
39.805,44.09,29.5156,26.5691,4.82383
62.5505,10.359,16.5664,16.0979,1.60399
90.7236,16.4931,8.56985,24.7016,8.55641
89.387,32.9043,-1.2526,16.5427,22.7445
50.4577,10.7877,16.5538,22.2501,6.49699
122.184,128.704,7.34194,38.8158,15.7673
35.0736,105.831,54.6858,33.9556,9.17092
16.4792,45.7843,15.781,7.84427,15.5076
75.1935,4.92997,9.86121,15.1902,3.6046
55.3173,14.9753,57.6202,16.9319,-2.1174
133.709,15.9661,1.00561,25.1633,9.16078
96.8634,40.6524,8.73157,24.545,6.64981
88.1699,7.65881,7.9425,21.6,17.527
51.5041,34.9158,15.6521,25.6572,5.7019
66.6535,32.562,16.8557,11.877,9.44639
11.2774,25.2268,13.2507,4.11151,5.21753
62.048,52.7917,10.3275,35.0822,10.4751
32.3009,22.9001,10.9991,13.8247,12.8188
58.6228,33.9842,11.0671,10.2032,10.7752
66.9835,15.5006,23.5046,27.4148,9.35475
60.5108,38.1912,10.7301,13.7988,10.5587
46.5597,8.19975,14.3953,12.8975,10.2067
41.6261,12.6535,18.5143,17.0136,8.70693
41.4562,37.9731,18.7026,18.2745,11.477
141.121,11.5737,7.96057,23.8676,5.12207
49.8452,21.4403,26.4068,22.1456,1.79954
50.0323,49.8602,7.12394,9.07973,7.55592
60.2453,16.5671,24.4444,28.7804,14.1239
77.6174,64.0447,21.4014,17.819,19.1523
59.2466,15.2048,18.9434,6.32943,4.16361
85.5768,9.91838,24.4479,16.4226,10.5843
60.4047,36.9313,9.4157,25.1391,31.4205
22.1827,88.0153,44.4885,8.86064,11.7021
29.6547,16.7667,29.832,25.235,6.19224
79.3615,17.4059,6.10681,15.2413,3.94372
50.2599,53.8901,28.9166,32.3459,10.0274
79.6544,31.0221,15.8892,25.7114,9.14674
77.9583,28.8197,29.5483,23.3312,0.289331
27.6615,70.0132,11.3055,12.1059,6.0862
106.718,65.8779,18.3479,27.4328,5.04823
122.808,11.3631,-0.00891697,20.1167,1.13966
30.9808,43.6774,23.2397,19.0621,10.2006
39.6459,46.8511,29.1859,13.4577,7.86637
65.4513,24.2244,15.5544,15.5766,6.74085
63.6879,32.4333,15.5779,25.1021,-0.198881
112.958,35.3082,0.638987,31.1753,6.71852
28.595,67.8766,65.2183,15.0413,16.7335
112.816,10.1312,-1.49867,21.8338,6.3045
118.656,34.8685,15.2443,28.0348,6.9896
66.5994,85.9542,28.3747,23.7527,1.96466
59.2446,33.3377,36.2192,23.2333,8.66364
50.6983,53.1102,18.9013,26.7803,2.29532
73.0229,35.3721,15.1467,10.0568,25.538
6.83836,34.9061,65.2586,12.3949,2.33415
71.0616,18.8345,17.7762,27.597,7.85574
85.9669,30.2002,3.56622,31.1521,16.7325
38.6709,98.6162,23.005,15.1482,8.41423
48.2115,50.2256,11.0605,23.8357,13.1948
29.503,37.3919,6.46316,17.7728,11.7765
31.7376,32.328,21.9794,9.67016,7.13547
137.53,6.40109,10.1494,30.4635,3.18736
77.139,8.78026,10.7208,8.91913,14.1456
37.3667,8.34439,22.3689,14.7969,15.1532
40.0742,5.18949,4.97999,13.4553,9.65568
36.6488,2.73924,31.7241,3.34424,16.388
139.861,180.319,8.46488,33.3754,9.00908
96.0667,63.3671,23.4636,27.4087,2.82414
51.3673,11.3041,15.6981,10.0143,6.54893
24.6656,86.204,31.2331,20.0865,4.98732
63.4826,25.7001,-5.98815,8.50716,29.4061
70.6838,10.0949,4.97991,33.4762,7.52492
75.8003,59.7172,14.7772,21.5186,2.58471
89.3641,29.377,15.6429,19.9972,8.08529
101.009,13.2474,3.41706,26.2508,-1.65967
22.8904,98.3378,49.6425,25.5106,9.85776
11.23,31.0929,34.3214,15.9461,1.68046
40.2707,62.2479,9.11688,30.092,16.6651
28.7239,20.0638,12.5076,13.7073,28.9379
46.3565,26.1196,51.0131,24.331,4.42051
20.5163,25.586,49.0677,6.82513,3.00422
99.9673,113.734,20.3807,33.2768,15.4921
35.6903,59.9585,26.7038,15.1943,10.6582
74.0792,21.2632,6.08237,25.2626,13.0293
85.4152,26.0047,2.27174,14.3846,12.9482
91.6348,4.78644,5.85517,21.3856,17.697
129.545,8.72101,-0.128681,19.5373,9.04767
127.041,10.8336,10.9115,32.8371,5.97403
62.3544,10.605,21.3631,17.6158,23.4105
30.914,113.692,44.2302,15.8912,2.62185
140.623,8.68601,1.45746,36.4777,4.27824
64.6702,23.773,31.0734,8.34009,4.3342
60.6153,14.9926,11.646,18.5996,12.7796
70.2583,18.3458,9.13654,26.2299,26.3328
53.3373,64.5919,10.4726,25.7714,3.81568
38.9652,7.15,6.08923,5.94079,6.49751
22.4956,23.5727,20.7624,10.4188,8.70972
73.3126,12.0024,15.7594,33.0482,4.30447
82.3681,16.9547,7.27613,20.6083,6.91911
33.1607,18.8024,14.6049,8.37307,3.36039
27.3256,35.3757,27.987,4.0715,1.30159
101.904,24.5803,21.6252,31.4759,6.15931
40.1564,14.3808,5.03211,26.0668,9.66657
52.006,92.0322,16.8124,31.2572,19.8103
136.54,41.5994,3.16839,23.4943,7.14542
82.7146,36.2932,11.2192,23.2422,26.9997
100.656,19.4388,2.18277,17.8583,19.9121
31.2662,40.1488,12.3577,16.9494,2.52361
51.3721,35.8601,20.8982,26.2531,2.95171
22.9603,86.8764,45.6557,18.7386,1.89765
78.494,82.8098,21.1298,35.0641,10.7301
52.5975,45.3111,32.5779,28.8426,4.26912
20.7438,14.4802,24.3043,13.1893,-3.92598
70.7676,33.1167,55.3755,23.0661,3.16989
62.3352,10.0748,2.89585,15.4395,2.55961
108.829,16.5578,-2.44651,26.0378,11.3425
78.838,17.9414,7.30541,15.6925,19.1554
35.9036,30.4787,13.5091,20.7384,15.3132
68.0249,12.8598,14.8734,15.0934,4.07813
19.003,112.413,31.4468,12.2593,2.8249
24.2546,13.9008,13.651,7.62418,5.26309
57.0043,78.1138,11.1397,35.7235,0.848828
48.6265,47.4869,18.5351,22.2966,5.5243
25.5603,12.7191,22.59,17.798,6.65209
44.2248,6.93172,17.1405,15.7052,7.70587
72.2938,21.7481,0.46107,18.4975,3.45818
64.8495,67.1062,15.8827,33.6222,2.89373
