ALJARAFE-O3-AT_IN,ALJARAFE-PM10-AT_IN,ALJARAFE-NO2-AT_IN,ALJARAFE-TMP Media-AT_IN,ALJARAFE-VV-AT_IN
36.5,7,18.8333,9.3333,1
55.5,5.3333,21.5,12.5,1.8333
83.1667,8,16.3333,14,2.1667
97.5,8.8333,9.3333,15.5,2.6667
107.5,9.1667,5.5,16.8333,3.8333
110.667,12.5,5.3333,17.6667,4.8333
109,17.5,5.8333,18,5.5
108,24.1667,5.3333,17.5,6.1667
111,18.6667,5,18.3333,8.3333
113.5,17.5,5.3333,18.5,6.6667
111.333,42.8333,4.8333,16.5,8.5
109,9,4.6667,17.1667,8
109.333,16.1667,6,16.5,7.6667
106.333,46.1667,7.1667,14.5,5.5
84,28.5,8.1667,12.6667,3
69.6667,24.5,8.3333,12,2.8333
59.8333,17.5,11.3333,11.3333,2.5
55.3333,16.3333,9.1667,10.5,2
58.5,8,7.3333,10,2.1667
55,12.3333,8.3333,9.8333,1.1667
55.5,13.6667,8.1667,9.1667,1.1667
51.5,14.6667,8,9,1
43.1667,11.6667,10.5,9,1.3333
20.5,16.6667,23.1667,9,1.3333
37.5,13.8333,22,10.1667,1.8333
71,19.1667,10.6667,12.3333,3
77.6667,5,7,14.3333,3.1667
92.1667,5,6.5,15.5,3.8333
106.5,5,5,17.6667,5.1667
114.167,5,5,19.3333,6
113.333,21.1667,5.8333,19.6667,5.3333
115.167,14.6667,4.8333,20.1667,7.1667
116,8.8333,4.6667,20,8.5
116.333,15.1667,4.5,19.8333,9.1667
119.833,14.5,4,19,8.3333
118.667,16.3333,4.8333,18.3333,8.3333
113,23.3333,5.3333,16.6667,6.8333
108.333,23.3333,5.6667,14.8333,5
96.6667,12,7.5,13.5,2.6667
87.3333,18,9.5,13,2.1667
84.8333,21,7.8333,12.1667,1.1667
65.6667,31.3333,9.1667,11.5,1.3333
60.1667,31,10.8333,10.8333,1.3333
64.5,18.8333,9.8333,10.3333,1.1667
70.1667,11.3333,8.3333,10.5,1.6667
69.1667,16.6667,10.1667,10.1667,1.6667
64.5,18.1667,12.6667,10,1.5
49.5,7.5,26,10,1.8333
46.1667,6.3333,31,12,2.5
65,5,20.6667,14,3.5
59.5723,20.09,12.2333,16.3333,5.5
105.2,19.615,5.2,17.6667,6.5
107.167,14.6,4.5,19.5,6.6667
106.5,37.5,5,18.8333,6.8333
109,9.5,5,19.8333,8.1667
104.333,10.1667,4.6667,20.5,8.1667
102,26.3333,4,20.5,7.8333
96,12.5,4.1667,20.6667,8.6667
95.5,29.8333,4.8333,18.8333,9.5
96.5,22.5,4.8333,18,7.8333
93.5,23.5,5.1667,17.6667,6.5
88.1667,18.8333,5.6667,16.8333,5.6667
79.5,36.5,8.3333,15.3333,3.8333
80.6667,49,6.3333,14.1667,3.1667
57.3333,26.5,7.5,13.1667,2.1667
50.1667,16.8333,8.1667,12,2
55.5,15.6667,7.6667,12.1667,1.8333
51.8333,21.3333,6.8333,11.5,1.3333
52.1667,12.6667,6,11,1.6667
51,18.3333,6.6667,11,1.3333
52,8.8333,9,11.6667,2.3333
48.3333,11.3333,10.6667,11.3333,2.3333
47.3333,6.8333,15.3333,12.3333,3
51.5,16.5,13,14,3.8333
64.1667,32.1667,8.3333,15.6667,6.3333
60.21,61.6667,8.1667,15.3333,6.8333
78.185,17.3333,4.8333,17,9.3333
73.5,32.5,5.5,17,9.6667
87.1667,5,5.3333,16.8333,8.5
83.8333,5.8333,4.5,18.1667,9.3333
95.3333,5,4,19.6667,10
100.833,17.8333,4.1667,19.5,10.5
104.167,19.8333,4,19.1667,10.1667
100.167,14,4.3333,19,9.6667
97.5,36.5,5.1667,17.5,9.3333
89.6667,52.6667,5,16.5,6.8333
80.3333,39.3333,5,16,6
77,19.5,4.3333,15.1667,5.1667
66.1667,20.6667,4.8333,14.5,3.1667
55.1667,12.6667,5.1667,13.3333,3
51.8333,21.6667,5.6667,13,3
49.5,21.6667,6.8333,13,3.5
47.6667,25.1667,6,13,3.5
48.5,17.8333,5.8333,13,3.6667
50.1667,16.8333,5.8333,13,3.5
45.5,19.1667,11.6667,13,3
57.6667,28.1667,9,13.6667,3.1667
75.8157,27.3333,6.3333,15.5,5.5
78.6683,5,4.8333,17.5,8.6667
102.333,5,4.1667,18.6667,10
99.8333,67.5,4.8333,17.3333,8.6667
102.667,7.5,4.8333,18.8333,9.8333
104.667,27.3333,5,18.6667,10.5
104.5,19.1667,4.6667,18.5,11.6667
100.833,20.6667,3.8333,18,11.5
99.6667,14.6667,3.8333,18.8333,10.6667
99,7.6667,3.6667,19.1667,11.5
100.667,13.3333,4.3333,18.6667,10.6667
100,34.6667,4.1667,17.5,10.5
94.3333,48.8333,6,16.1667,7.6667
90.6667,41,6,16,7.3333
86.6667,30.6667,5,16,6.8333
82.8333,18.5,5,15.6667,5.8333
72.6667,12.6667,5.8333,15,3.8333
66.8333,28,5.1667,15,3
61.1667,22.5,5,15,3
53.8333,27,5,15,2.6667
53.6667,20.3333,4.6667,15,2
50.6667,20.5,5,15,1.5
44.1667,10.8333,7,14.1667,2.5
61.5,11,6.5,14,3.8333
65.5,7.1667,5,14,3.8333
70,7.8333,6,14,3.5
67.6667,5,6.3333,14.3333,3.3333
63,8.5,8.5,15.5,4.3333
68.6667,5.6667,6.1667,17.3333,5.3333
75.8333,5,4,20,8.5
75,30.5,3.3333,19.6667,10.1667
76.6667,23.5,3.1667,19.5,9
77.8333,24.3333,3.1667,19.6667,10.1667
82,11,4,20,9.6667
83.8333,29.1667,4,18.5,8
77,42.1667,5.6667,17.5,5.5
65.3333,28.8333,7,16.6667,3.3333
48.8333,24.6667,12.1667,15.6667,2.8333
47,21.5,8.3333,16,3.3333
58.6667,5.1667,7,15.1667,5.1667
79.3333,5.6667,5.3333,14.8333,5.1667
79.5,20.6667,5,13.6667,4.6667
76,23.6667,4.6667,13,4.8333
74,13,4.8333,12,4.1667
70.5,12,5,12,3.6667
62,10,5.3333,11.1667,2.1667
56.6667,14.8333,6.8333,10.8333,1.8333
57.3333,6.8333,9.3333,12.3333,2.1667
73,5,6.5,15,3.1667
82,5,5.8333,16.8333,3
85.3333,5.3333,7,18.6667,2.6667
97.1667,6.6667,5,19.5,3.5
96.8333,23.3333,4.8333,20.1667,4.8333
104.333,5,4.1667,21.1667,5.3333
107,5,4,22,5.5
113.5,6.3333,4.3333,22.5,4.8333
108.667,10.1667,4.1667,22.5,5.3333
105.833,21.3333,4.5,21.6667,6
100.667,25,5.5,21,7.1667
97.8333,23.8333,6.1667,20,6.3333
92.6667,40,5.8333,17.1667,5.5
87.5,22,6.5,15.6667,4.6667
79.3333,16.5,7.1667,14.6667,3.6667
62,19.8333,7.8333,13.3333,1.5
58.1667,10.3333,7.3333,12.5,1.3333
42.3333,11.3333,8,12,1
40.5,13.1667,8.5,11.3333,1
42.3333,18.3333,8.3333,11,1
43.1667,7.5,7,11,1
39.1667,12.8333,8.6667,11,1
16.8333,11,27.5,11,1
38.5,16.5,21.3333,12.8333,1
42.11,28.435,20.3917,15.3333,1.1667
59.8033,27.2033,18.5417,17.3333,2.3333
54.2717,24.2767,15.5583,19.1667,2.5
55.195,28.16,18.685,21.1667,3.1667
108.333,9.5,7.8333,22.8333,3.5
113.833,5.3333,6.3333,24.1667,4
118,5,5.6667,25.1667,4.6667
118.333,10.3333,5,25.3333,5.3333
110.333,8.6667,5.1667,25.1667,5.3333
106.333,10.1667,4.6667,25,5.5
105.167,14.6667,5.1667,24.1667,5.5
97.6667,21,7.3333,22.8333,5.1667
86.8333,36.6667,11.6667,20.8333,4.5
78.3333,27.1667,12.6667,19.3333,4
64.1667,28.6667,16.6667,18,3.5
69.6667,27.6667,11.8333,17.1667,3.1667
61,21.5,9.8333,16.3333,1.5
52.1667,27.6667,9.1667,15.1667,1.3333
45.1667,21.3333,9.6667,14.8333,1
20.6667,22.5,15.5,13.6667,1.1667
22.8333,17,13,13.1667,0.5
18.6667,19.1667,14.6667,14,1.1667
9.8333,25.8333,42.6667,14,1
10.5,41.6667,51.6667,16,1.6667
18.3333,26,41.6667,17.1667,3.5
30.1667,6,38.1667,19.8333,3.8333
42.8333,25.6667,33.8333,21.6667,3
56.3333,5.5,26.8333,23.8333,3.1667
66.8333,28.3333,22.5,24.5,2.6667
68.8333,5.5,15,25.8333,2
70,5,13.6667,27,2
77.6667,14,9.1667,27.1667,3
75.8333,8,6.1667,28.1667,3.8333
67.5,9.3333,5,28.8333,3.5
67.1667,13.3333,7.3333,28.5,2.8333
63.1667,43.1667,13.6667,27,1.3333
53.5,45.5,11.8333,24.6667,1
40.1667,25,26.6667,23.1667,1
20.8333,22.1667,45,22.5,1.6667
43,47.8333,24.3333,22,1.8333
28.6667,41.5,34.8333,21,1.8333
29.8333,31,25,20.8333,3.1667
27.1667,30,18.1667,19.3333,3.1667
30.1667,14.6667,13.6667,19,3
34.5,6.5,12.1667,19,2.8333
32.3333,9,15.5,18.6667,4
17,13.3333,25.8333,18.1667,4.6667
15.1667,6.3333,30.8333,19.3333,4.8333
24.6667,5,31.8333,21.1667,4.8333
46.3333,5,21.1667,23.6667,5.3333
64.5,5.1667,17,27,5.5
82.5,5.1667,12.1667,29.6667,5.3333
92.3333,8.8333,10,31.1667,5.8333
100.333,6.6667,8.8333,32.6667,5.8333
109.333,6.1667,8,34.1667,5
116,5.3333,8.1667,34.8333,4
124.667,11,10,35.6667,3.6667
128.167,15.8333,12,35.6667,3.5
127,34.3333,15.5,34.1667,4
114.5,27.3333,27,32.6667,3.1667
118.667,56.5,12.1667,28.3333,5
111.667,26.1667,16.3333,26.5,4.1667
104.5,23.8333,17,25.3333,4.1667
97.1667,26,16.8333,24.1667,2.8333
89.6667,55.5,17.1667,23,1.5
82.8333,42.1667,18.1667,22.1667,1.3333
59.3333,30.5,24,21.3333,2.3333
41.5,35,22.8333,20.3333,3.3333
63,9.1667,13.8333,19.3333,4
60.3333,5.3333,19.3333,19,4
45.6667,7.6667,33.1667,19,3.5
36.8333,12.5,44.5,20.3333,5
44.1667,7,39.8333,22,4.1667
51.8333,9.5,34.8333,25,3.5
66.3333,25,31.6667,28.3333,3.1667
83.8333,37.5,29.6667,31.1667,3.3333
106.833,44.8333,25.3333,33.5,3
125.5,26.3333,21.8333,35.5,2.6667
137.833,19.6667,14.1667,37.3333,3
144,31,10.3333,37.8333,3
137.167,32.8333,8.3333,38,3.1667
129.5,40.1667,7,37.8333,2.3333
111.833,37.1667,8.5,36.6667,2.8333
88.1667,64,12.6667,32.8333,3.3333
69.8333,63,17.3333,29.1667,2
68.3333,42.6667,18.3333,26.5,2
77.1667,20.1667,13,25.1667,1.3333
62.6667,20.6667,25.1667,24.8333,1.3333
40.8333,16.8333,39,24.1667,1.8333
48.5,18.8333,16.3333,23.1667,3.1667
50.1667,11.8333,14.3333,22.1667,3.8333
52.5,12.5,13,21.3333,3.5
50.6667,11.5,13.5,21,3.5
44.1667,10.5,19.5,21,3.1667
32.3333,10.6667,35.8333,21,3.1667
34.3333,10.8333,39.6667,21.8333,3.6667
43,6.3333,35.1667,24.1667,4.1667
49.6667,12,33,26.6667,3.6667
60.3333,13.8333,34.6667,30.3333,2.6667
77.3333,19.8333,29.8333,33.1667,3
88.6667,27.1667,26.3333,35.5,3.6667
114.333,28.5,10.5,37,3.3333
131.167,30.8333,9.8333,37.8333,3.1667
140.5,27.1667,8,37.8333,3
135.167,27.3333,6.5,38,3.3333
136.167,37,7.1667,37.8333,3.1667
147.667,51.3333,10.3333,36.5,3.8333
91.8333,63.1667,11.8333,33.3333,5.8333
77.1667,51.3333,14.6667,29.8333,4.5
69.5,32.1667,12.8333,27,4
61.6667,37.1667,14.6667,25.3333,2.6667
55.6667,35,17.6667,24.3333,1.8333
51.5,31.1667,22.1667,23.1667,1.8333
39,32.3333,30.1667,23.3333,1.6667
44.1667,29.1667,29.1667,23,1.8333
57.6667,22,17,23,2.3333
46.6667,21.5,17.1667,22.5,3.1667
48,11,15.8333,22.3333,3.6667
34.1667,31.6667,23.1667,21.1667,4
43.6667,7.5,18.3333,22,4.6667
49.8333,5,18.6667,23.8333,4.5
60,8.6667,19.3333,26.1667,4.8333
70.8333,6.6667,20.8333,30,3
82.6667,8.3333,13.1667,33,3.3333
94.1667,16.3333,6.6667,34.6667,3.1667
98.6667,10.5,5.8333,36,3.5
108.5,6.1667,7.6667,37.5,3
116.167,7.1667,7.6667,38.3333,3.5
113,12.3333,8,38.5,3.3333
106.833,24.6667,5.1667,38.3333,3
102.5,20.3333,5,37.6667,2.3333
105.333,38.1667,6.3333,35.8333,1.1667
50.5,46.8333,47,32,2
70,59.3333,15.3333,27.8333,2.6667
62.5,40.8333,16.6667,25.5,1.3333
50,39.3333,20.6667,24.1667,2.5
52.8333,15.3333,17.8333,23,2.1667
55.8333,21.3333,15.5,22.6667,1.5
56,22,13.5,22,2
38.1667,31.6667,19.8333,21.1667,2.1667
25,50.8333,18.3333,19.6667,1
24.6667,63.5,22.3333,19.8333,1.6667
28.3333,16.6667,24.6667,21,1.3333
25,27,23.6667,22.3333,1.8333
39.8333,5,23.8333,24.1667,2.8333
48.8333,17.3333,36.6667,26.5,2.8333
61.8333,24.1667,38.3333,29.3333,3
103.5,23.5,14.5,32.3333,3
124.833,19.5,12.3333,34.8333,3
136.167,12.5,7.5,37.1667,2.6667
149.5,27.6667,8.5,37.3333,3.1667
154.667,23,8,38.1667,3.3333
149.667,31.6667,7.1667,38.6667,4.3333
117.167,107.833,9.8333,33.8333,6.5
89.6667,35.3333,13.8333,33,4.3333
69.3333,30,28.8333,32.8333,2.6667
64.3333,40.5,26.6667,31.3333,3.5
64,22.1667,29.3333,30.8333,3.3333
75.5,32.5,17,30.6667,4.3333
77.3333,16.8333,11.5,30.1667,3.8333
77.8333,21.1667,10.6667,29,2.5
81.1667,22.1667,9.3333,28.5,3.8333
82.1667,20.1667,7,27.8333,3.3333
75.3333,27.5,9,26.5,3
73.3333,20.8333,9,26,3.5
53.8333,26.3333,20.5,24.8333,3
49.5,29.6667,24.1667,24.3333,3.8333
38.8333,18.8333,36.8333,25.3333,3.8333
47.6667,7.5,34.5,27.5,4
55.6667,10.5,37.8333,29.6667,4.1667
74.8333,25.5,27.6667,32.5,4
92,25,16.5,35.3333,4.5
93.6,31,10,37.3333,4.6667
135.26,37.7183,8.21001,37.5,3.8333
100.5,45.3333,7.8333,39,4
94.8333,48,6.3333,39.1667,5.6667
85.8333,59,6.1667,38.8333,6
86.6667,59.1667,7.5,38.3333,5.6667
82,60.3333,11.8333,37.1667,5.8333
76.1667,63.5,17.5,35.5,5.1667
65.1667,59.8333,26.6667,33,4.3333
70.1667,41.1667,18.1667,31.3333,4.3333
77.1667,37,10,30.6667,4.6667
77,32.1667,9.1667,30,5.5
80.5,26.1667,5,29,5.6667
75.8333,36,5.8333,27.3333,5
77.1667,29.3333,5.8333,26.1667,5
77.6667,19,5.3333,25.6667,4.6667
69.1667,33.1667,8.3333,23.5,1.8333
47.3333,29.6667,20,22,1.3333
16.5,23.3333,52.6667,21.5,2
30.6667,13.1667,55.8333,24.1667,2.6667
54,8.8333,36.6667,25.3333,3.6667
77.255,30.3167,17.3967,27.5,3.5
102.018,31.8,11.0517,30.1667,3.6667
113.5,41.3333,16.5,32.5,4.5
120.667,8.6667,12.5,34.3333,4
128.833,8.8333,13.1667,35.8333,4
139.833,9.3333,14,37.5,3.1667
151.333,22.5,10.6667,38.1667,3
145.833,22.6667,6.8333,38.5,3.5
133.5,30.5,6,38.3333,4
131.5,31.6667,8,37.8333,3.3333
121.667,57.8333,14.1667,36,2
100.833,68,30.3333,32.8333,2.5
103.667,55.6667,20.6667,30.6667,2.6667
91.8333,53.8333,24.3333,29.3333,1.6667
73.1667,44,36.1667,29.3333,2.6667
72.6667,35,27.6667,28.3333,2.8333
62.8333,49.5,29.5,26.1667,2.3333
76.5,25.8333,17.5,26,3.5
81.6667,26.5,11.8333,25.1667,3
78.6667,22.8333,12.3333,24.6667,4.1667
71.8333,29,17.1667,23.8333,4.3333
60,28.3333,31,23,4.8333
49.1667,32.1667,47,23.8333,5.1667
66.8333,20.5,37.5,25.8333,5.6667
82.8333,18.8333,28.3333,28.6667,5
98.6667,36.1667,24.5,31.3333,4.6667
116.167,44.1667,24.6667,34,3.3333
138.2,40.2,16.6,35.6667,3.6667
152.5,74.6667,11.3333,35.6667,4.3333
147.833,51.1667,7.3333,37,4.3333
132,41.6667,5.5,37,5
127.333,46,5,36.6667,5.3333
123.167,62.5,5.5,34.8333,6.5
113.833,49,7.5,32.6667,7
109.167,59.3333,8.5,30,6.6667
104,58,9.1667,27.5,7
103.833,46.8333,7.6667,25.1667,5.5
102.667,46.6667,7.5,23.5,4.3333
107,48,7.1667,22.3333,4.6667
109,34.6667,6.8333,22,4.3333
103.833,50.1667,8.5,21.1667,3.6667
93.1667,48,9.6667,20.6667,1.8333
76.6667,49.8333,13.3333,20,1.3333
78.5,36.6667,14.1667,20,1.5
76.6667,30.5,21.1667,20,1.1667
47.1667,50,37.8333,18.6667,2.1667
33,28.3333,42.8333,20,3.5
46.3333,8,44.3333,22,3.5
61.8333,34.6667,35,24,3
80.6667,20.6667,28.6667,26.8333,2.8333
98.1667,27,22.8333,29,3
115.333,36.6667,15,31.1667,3.5
129.333,35.6667,8,33.1667,3.5
125.667,39.8333,6.5,34.1667,5.3333
125.5,57.3333,5.3333,32.8333,5.3333
120.5,50.5,5.5,33,5.5
114.667,63.5,6.5,31.5,6.5
110.167,61.8333,8.5,29.1667,5.3333
107.833,60.1667,13.1667,27.8333,5.5
103.667,63.3333,16.5,26,5
99.5,54.5,15.5,25,4.6667
95,52.3333,14.1667,24.3333,3.3333
92.6667,60.5,13.3333,23.3333,3.6667
92.5,62.6667,10.1667,22.1667,4.6667
93.8333,76.3333,8.5,20.6667,4.8333
94.6667,99,7.6667,19.8333,4.5
90.6667,112.333,8,19,5.5
86.6667,152.5,8,19,5.6667
87.1667,141.833,8,19,5
79.8333,126.667,9.8333,19,4.3333
74.5,45,11,19.1667,6
79.3333,5,8.8333,20,6.1667
87.3333,5,7,21.5,6.3333
92.6667,15.3333,6.3333,22.3333,6.3333
47.52,37.8133,24.8283,23.8333,7.5
102.4,55.2,5.4,25,7.6667
99,69.3333,5,25.6667,7.8333
98.6667,82.6667,5,25.5,9.1667
101.667,29.1667,5,26,8.5
99.3333,20.6667,4.6667,25.6667,10.1667
104.333,50.6667,5.3333,23.8333,9.3333
102.5,48.1667,5.3333,22.3333,9
84.3333,49.1667,5,20.8333,8.5
79.8333,61,5.8333,19,8.1667
74.6667,56,5.5,17.8333,6.5
68.1667,51.3333,4.3333,17,7.5
65.6667,30.6667,4.3333,17,6
58.1667,34.8333,6,17,5
54,10,7,16,3.6667
58.1667,5.5,5.3333,15.5,4.8333
51.6667,13.3333,6.8333,15,3.5
46.3333,8.3333,8.3333,15,2
40.8333,33,8,15,1.6667
41.5,22.1667,7.6667,15.5,2
45,109,6.3333,16.5,4.6667
49,77.5,5.6667,17.5,5.3333
62.8333,5,5.1667,19.3333,7
61.8333,5,6,19.8333,6.6667
69.3333,5,5.8333,21.1667,7.8333
73.1667,7,6.1667,21.1667,9
80.1667,6.5,5.1667,22,9.6667
83.6667,5,4.6667,22,9.1667
88.5,5,4.1667,22.3333,9
93.1667,13,4.8333,21.8333,9.5
95.3333,23.1667,5.1667,21.1667,9.6667
94.1667,13.6667,4.8333,20.6667,10
92.5,35.8333,5,19.6667,8.5
87.6667,30.6667,7,18.1667,6.1667
85,18.3333,7.5,17.8333,5.5
88.3333,9.6667,7.3333,17,5.8333
82.3333,22.5,7.5,15.8333,6.6667
77.3333,34.6667,7.1667,14.8333,5.6667
75.1667,28,5.8333,14,4.8333
67.6667,16.5,5.8333,13,3.3333
69,17.3333,5,13,3.6667
61.6667,21,5.5,12.1667,3
63.1667,14.1667,5.5,12,4
60,18.5,5.5,12,3.6667
65.8333,7,6,13.1667,4.5
85.3333,5,4.6667,14.5,6.6667
91.3333,9,4.6667,15,6.6667
91.5,5,4.3333,17,7.5
93.5,15.6667,4.3333,17.5,8.6667
97.5,7.3333,4.3333,18.3333,10.1667
96.3333,5.8333,4.3333,19,10
96.3333,10.8333,3.8333,18.6667,11.5
88.5,98.3333,5.3333,13.5,9.3333
94,5.1667,4.5,16.8333,8.8333
93.5,17.6667,4.8333,16.6667,8.3333
90.8333,19.5,5.8333,16.3333,8.6667
91.8333,16,6.5,16.3333,7.5
100.167,6.1667,7.3333,15.6667,7.6667
97,7.8333,8.5,14.5,6.1667
85.6667,45.6667,7.1667,11.6667,3.6667
80.3333,5.6667,7.5,11.8333,3.1667
69.3333,9.6667,6.5,11.3333,3.6667
63.3333,11.1667,5.8333,11,4.3333
66.8333,9,6.1667,11,4.3333
63.8333,7.6667,6.5,10.6667,2.5
54.1667,12,5.6667,9.6667,2
47.5,13.3333,7.1667,9.1667,1.5
34.5,8.5,18.6667,9.1667,1
35.8333,11.5,23.3333,11.3333,1.8333
59.1667,5.3333,11.1667,13.3333,3.5
76,5,7,15,4.1667
81.3333,5,6.1667,17.3333,4.1667
86.5,13.5,6.5,18.8333,4.8333
92.1667,6.8333,6.3333,20.8333,4.8333
97.1667,5.5,5.8333,22.5,7.5
98.6667,5,5.5,23.1667,8
102.667,5.8333,5,24,7.8333
103.333,7.3333,5.6667,24.1667,7.6667
103.167,41,5.1667,22.1667,10.1667
100.833,28.6667,5.3333,21.6667,8.8333
99.5,36.5,6.3333,20.6667,7.3333
94.3333,38,8.8333,18.8333,5.5
90.3333,33.5,9,17.5,4.3333
84.1667,30,9.6667,17,3
75.3333,11.1667,11,17.1667,2.3333
63.1667,74.8333,10.5,15,1.3333
62.6667,23.3333,9.6667,15.5,1.8333
47,40.6667,13,14,1.3333
37.6667,59.5,15,13,1
41.1667,34,16.8333,13.3333,2
31.6667,21.6667,22.3333,12.5,1.8333
35.6667,36.6667,22.6667,12.6667,1
23.6667,16.5,48.8333,16.3333,2.1667
43.1667,5,39.3333,18.3333,4.6667
67,5,17.3333,19.8333,4.5
77.6667,5.1667,13.3333,21.8333,5.1667
89.1667,5,10,24.1667,4.3333
96.6667,5,9.1667,26.3333,4.3333
101.5,10.3333,8.3333,27.6667,4.3333
107.167,6,8.1667,29,4
111.667,8,8.3333,29.3333,4
114.5,9.5,8.1667,30,3.8333
115,13.1667,8.8333,30,3.3333
114.333,18,10.8333,30,2.8333
108.5,29.5,15,29.5,1.8333
93.6667,57.8333,21.1667,26.1667,3.5
73.8333,43.3333,19.5,23.5,3.5
76.8333,20.1667,12.8333,22.3333,4
76.8333,16.6667,10.5,22,4.3333
79.8333,11.6667,9.1667,21.8333,2.6667
76.3333,24,10.8333,21,2.8333
76.3333,21.1667,9.1667,20.1667,1.5
46,29.8333,24.3333,18.1667,1.3333
63.5,14.8333,13.6667,18.6667,2.5
56.6667,17.1667,20.5,18.1667,4
33.5,16.8333,41.5,18.3333,3.6667
29.5,11,53.8333,20.3333,3.8333
63,6.3333,33.1667,21.8333,5
65.1667,21.1667,27.1667,24.1667,5.1667
80.6667,6.6667,18.8333,27.1667,4.5
101.833,6.6667,17.1667,30.3333,4.5
118.333,13,10.1667,31.8333,5
127.5,13.1667,9,33.5,4.5
133.333,10,8.3333,34.5,4.1667
135.167,8.6667,7.1667,35,4
138.333,18.6667,8.1667,34.8333,4.6667
141,16.1667,9,34.5,4.5
139.5,17.3333,10.6667,34,3.3333
133,62.3333,11.3333,31.8333,5.5
121.833,82,13.6667,28,5
108,60.8333,16.5,25.1667,3.5
89.1667,91.6667,9.1667,21.5,2.5
83.6667,79.5,10.5,19.6667,2.1667
82.8333,140.333,10.3333,19,1.8333
92.3333,17.3333,9,19,2
96.8333,36,7.8333,18.5,1.5
72.6667,51.1667,10.8333,17.1667,1.1667
64.8333,18.6667,11.8333,17.5,1.1667
49.1667,47.5,25.3333,17.5,2
24.8333,10.1667,43.3333,17.3333,3.1667
31,9,46.5,19.3333,3.3333
42.3333,5.1667,45.5,21.3333,5.1667
60.3433,44.5883,17.4067,24.5,4.1667
77.6017,27.1983,14.1933,27.8333,3.1667
80.7517,46.216,24.3497,31,3.1667
106.247,33.2,18.4,32.5,3.1667
160.4,15,10.6667,34.1667,4
147.5,9.3333,6.1667,34.8333,4.8333
133.333,10.5,4,35.3333,4.5
136.333,21.5,4.6667,35.1667,4.6667
136.333,13.6667,5,34.8333,4
141.5,24.3333,5.5,33.8333,5.3333
139.167,52.1667,8.5,30.6667,7
130.333,49.8333,10.1667,28.5,5.5
117.833,48.5,15,26,4.3333
126.5,41.6667,12,25,4
130.167,28.6667,12.6667,24.5,4
126.833,22.8333,11.3333,23.6667,4.5
128.167,26.3333,10,22.8333,3.1667
102.333,44,12.8333,19.6667,1.1667
96.6667,51.3333,11.8333,18.3333,1.1667
73.8333,59.3333,13,16.5,1.3333
54.5,63.8333,18.6667,16.3333,1.1667
28.8333,50.5,45.8333,17.3333,1
30.3333,25.5,55,21.1667,1
79.6667,6.3333,32.5,23,1.8333
68.6667,29.5,47.1667,24.8333,2.6667
124.667,16.5,10.6667,26.5,4
130.833,12,8.1667,28.8333,4
137.5,33,6,30,5.1667
137.833,22.1667,5.5,30.1667,6.3333
141.5,23.3333,5.6667,30.8333,6.5
141.5,22.5,5.1667,31,8.5
141.833,32.6667,5.3333,30,8.5
139.833,21.5,6,30,8.5
138.667,30.5,6,29.3333,6.8333
127.333,46.8333,7.1667,27.8333,6
111.333,39.6667,10.5,25.6667,4.6667
99.8333,35.6667,12.3333,23.5,3
84,46.1667,11.8333,21,1.6667
70.6667,27,13.8333,21,2.1667
67.3333,25.1667,15.1667,20.5,2.1667
81.3333,21.3333,8.3333,20.1667,3
87.1667,18.1667,7.1667,19.8333,3
83,10.5,6.8333,19,3
80.8333,12.1667,6.1667,18,3.5
74.8333,17.8333,8.8333,17.5,3.5
66.5,13.8333,13.1667,17.3333,3.1667
70.6667,7,10.5,18.3333,3.5
77.1667,5,8.1667,19.6667,4
83.1667,5,9,21.3333,4.1667
90.5,5,8.1667,23.8333,3.8333
100,13.8333,5.8333,25.3333,4
105.167,7,4.8333,26.6667,4.3333
107.333,7.1667,4.8333,28.3333,4.8333
111.167,6.6667,4,29.8333,4.5
111.667,5,4,31.3333,4.6667
109.667,7.6667,4,32,3.5
111.333,10.8333,3.8333,31.6667,4.3333
111.333,18,4.3333,31.1667,3.1667
102.333,46,5.3333,29,4.5
90.3333,46.8333,9.6667,26.5,2.6667
86.1667,15.5,18.6667,25.6667,4.6667
88,15.5,10.8333,24.3333,4.8333
87,22.8333,9.1667,22.6667,5.1667
91.6667,14.8333,7.5,22,4.8333
92,16.6667,7.1667,21,4.3333
88.8333,21.1667,7.6667,20,4.5
86.5,15.8333,6.8333,19.3333,4.3333
85,19.5,5,19,4.6667
79.1667,16.1667,7.1667,18.1667,4.1667
71.6667,20.1667,10.6667,18,3.1667
67.6667,12,13,19,3.1667
77,5,9,20.5,5.1667
86.1667,5.6667,6.1667,22.6667,5.6667
91.5,5,6.1667,25.3333,5
99.3333,8,5.6667,27,5.6667
109.333,5.1667,5.1667,29.5,4.1667
113.5,11.6667,5.5,30.8333,4.3333
120,5,5.8333,32.6667,3.6667
120.167,11,5.1667,33.3333,3.8333
118,16.1667,5,32.8333,4
112.833,15.8333,5,32.8333,4
109.5,23.3333,6.5,31.1667,4.5
103,28.8333,9.6667,29.6667,5.3333
96.5,27.5,12.3333,28.3333,5.1667
94.3333,19,12.6667,27,4.6667
93.3333,14.6667,11.1667,26.3333,4.6667
86.8333,25.1667,10.8333,25.1667,4.5
87.1667,22.6667,7.6667,24,4.1667
85.3333,19.5,6.5,23,3.8333
84.1667,24.6667,6,22.5,4.1667
